Meno	S1	S2	S3	S3_2011	S3_2012	S3_2013	S3a	S4	S4a	S4b	S4c	S4d	S5	S5a	S5b	S5c	S5d	S6	S7	S8	S8a	S8b	S9	S10	S11	S12	S13	S14	S15	S16a	S16b	S16c	S16d	S16e	S16f
JUDr. Blanka Malichová	0	0	roky 2011 - 2013	Okresný súd Bratislava II 	Okresný súd Bratislava II 	Okresný súd Bratislava II 	2011 - Okresný súd Bratislava II ; 2012 - Okresný súd Bratislava II ; 2013 - Okresný súd Bratislava II 	bola prideľovaná najmä Občianskoprávna agenda.	584	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	583	0	0	0	604	10,06622517	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 79,4 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	68	54	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 11,7 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,4 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,26. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 139 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 75 reštančných vecí, pričom priemer v SR je 126. To tvorí 43,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 146,7 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 25,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 153. mieste. Za kvalitu rozhodovania získal 10,25 bodov z 15 a za efektivitu 15 z možných 25.	Okresný súd Bratislava II  - sudca nemá znížený nápad	N/A	Okresný súd Bratislava II  - Sudca nemal znížený nápad.	N/A	N/A	N/A
JUDr. Blažena Fedorková	0	0	roky 2011 - 2013	Okresný súd Spišská Nová Ves	Okresný súd Spišská Nová Ves	Okresný súd Spišská Nová Ves	2011 - Okresný súd Spišská Nová Ves; 2012 - Okresný súd Spišská Nová Ves; 2013 - Okresný súd Spišská Nová Ves	bola prideľovaná najmä Občianskoprávna agenda.	797	47	168	0	rozhodoval najmä v Občianskoprávnej agende.	614	42	169	0	643	15,73872473	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 70,8 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	48	34	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,8 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,7 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,88. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 302 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 152 reštančných vecí, pričom priemer v SR je 126. To tvorí 43,7 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 91 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 21,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 331. mieste. Za kvalitu rozhodovania získal 10,5 bodov z 15 a za efektivitu 11,25 z možných 25.	N/A	N/A	Okresný súd Spišská Nová Ves - Nápad za rok 2012 bol zvýšený	N/A	N/A	N/A
JUDr. Blažena Stašíková	2	2	roky 2011 - 2013	Okresný súd Dolný Kubín	Okresný súd Dolný Kubín	Okresný súd Dolný Kubín	2011 - Okresný súd Dolný Kubín; 2012 - Okresný súd Dolný Kubín; 2013 - Okresný súd Dolný Kubín	bola prideľovaná najmä Občianskoprávna agenda.	351	1	188	18	rozhodoval najmä v Občianskoprávnej agende.	335	8	189	18	501	11,73652695	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 61 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	77	47	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 14 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 5,5 %, pričom priemer v SR je 3,3 %.	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	Okresný súd Dolný Kubín - funkcia predsedu súdu - § 35 ods. 3 do mája 2011	N/A	N/A	N/A	N/A	N/A
JUDr. Blažena Szpyrcová	2	0	roky 2011 - 2013	Okresný súd Košice I	Okresný súd Košice I	Okresný súd Košice I	2011 - Okresný súd Košice I; 2012 - Okresný súd Košice I; 2013 - Okresný súd Košice I	bola prideľovaná najmä Občianskoprávna agenda.	1127	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	1126	0	0	0	593	19,64586847	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 60,8 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	79	48	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 7 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,8 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,02. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 463 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 215 reštančných vecí, pričom priemer v SR je 126. To tvorí 42,2 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 97,8 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 18 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 519. mieste. Za kvalitu rozhodovania získal 8 bodov z 15 a za efektivitu 10 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Bohuslav Majerníček	1	0	roky 2011 - 2013	Okresný súd Kežmarok	Okresný súd Kežmarok	Okresný súd Kežmarok	2011 - Okresný súd Kežmarok; 2012 - Okresný súd Kežmarok; 2013 - Okresný súd Kežmarok	bola prideľovaná najmä Trestná agenda.	0	0	488	542	rozhodoval najmä vo veciach Starostlivosti o maloletých.	0	0	507	496	648	16,99074074	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 36,2 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	58	21	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,8 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,7 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,92. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 343 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 204 reštančných vecí, pričom priemer v SR je 126. To tvorí 57,3 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 87,4 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 11,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 695. mieste. Za kvalitu rozhodovania získal 2,25 bodov z 15 a za efektivitu 9 z možných 25.	N/A	N/A	Okresný súd Kežmarok - Nápad nie je znížený	N/A	Okresný súd Kežmarok - Nápad nie je znížený	N/A
JUDr. Bohuslav Padrta	0	0	roky 2011 - 2013	Okresný súd Bratislava II 	Okresný súd Bratislava II 	Okresný súd Bratislava II 	2011 - Okresný súd Bratislava II ; 2012 - Okresný súd Bratislava II ; 2013 - Okresný súd Bratislava II 	bola prideľovaná najmä Trestná agenda.	0	0	0	758	rozhodoval najmä v Trestnej agende.	0	0	0	896	653	11,65390505	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 55,1 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	69	38	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 7,7 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,5 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,18. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 57 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 19 reštančných vecí, pričom priemer v SR je 126. To tvorí 24,7 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 110,7 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 28,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 55. mieste. Za kvalitu rozhodovania získal 8 bodov z 15 a za efektivitu 20,5 z možných 25.	Okresný súd Bratislava II  - sudca nemá znížený nápad	N/A	Okresný súd Bratislava II  - Sudca nemal znížený nápad.	N/A	N/A	N/A
JUDr. Bohuslav Toporcer	0	0	roky 2011 - 2012	Okresný súd Stará Ľubovňa	Okresný súd Stará Ľubovňa	N/A	2011 - Okresný súd Stará Ľubovňa; 2012 - Okresný súd Stará Ľubovňa	bola prideľovaná najmä Trestná agenda.	0	0	0	435	rozhodoval najmä v Trestnej agende.	0	0	0	501	439	9,908883827	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 12,5 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	32	4	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 6,4 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 5,6 %, pričom priemer v SR je 4,1 %.	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	Okresný súd Stará Ľubovňa - 0	N/A	N/A	N/A	N/A	N/A
JUDr. Boris Brondoš	1	0	roky 2011 - 2013	Okresný súd Košice I	Okresný súd Košice I	Okresný súd Košice I	2011 - Okresný súd Košice I; 2012 - Okresný súd Košice I; 2013 - Okresný súd Košice I	bola prideľovaná najmä Občianskoprávna agenda.	1279	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	1199	0	0	0	675	20,94814815	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 67,3 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	49	33	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 4,1 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,3 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,01. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 461 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 171 reštančných vecí, pričom priemer v SR je 126. To tvorí 34,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 89 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 20,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 386. mieste. Za kvalitu rozhodovania získal 10,25 bodov z 15 a za efektivitu 10,5 z možných 25.	N/A	N/A	N/A	N/A	Okresný súd Košice I - 0	N/A
JUDr. Boris Buľubaš	0	0	roky 2011 - 2013	Okresný súd Skalica	Okresný súd Skalica	Okresný súd Skalica	2011 - Okresný súd Skalica; 2012 - Okresný súd Skalica; 2013 - Okresný súd Skalica	bola prideľovaná najmä Občianskoprávna agenda.	494	143	209	29	nerozhodoval v žiadnej agende väčšinovo.	357	149	212	29	628	13,93312102	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 56,4 % prípadoch, pričom priemer v SR v rovnakej agende je 61,1 %.	39	22	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,2 % prípadoch, pričom priemer v SR je 8,6 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,3 %, pričom priemer v SR je 3,4 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,85. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 344 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 31 reštančných vecí, pričom priemer v SR je 126. To tvorí 8,6 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 72,1 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 22,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 300. mieste. Za kvalitu rozhodovania získal 7,25 bodov z 15 a za efektivitu 15 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Božena Brinčíková	0	0	roky 2011 - 2013	Okresný súd Partizánske	Okresný súd Partizánske	Okresný súd Partizánske	2011 - Okresný súd Partizánske; 2012 - Okresný súd Partizánske; 2013 - Okresný súd Partizánske	bola prideľovaná najmä Občianskoprávna agenda.	295	0	171	28	rozhodoval najmä v Občianskoprávnej agende.	241	0	158	28	556	9,028776978	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 69,4 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	36	25	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 8,4 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,6 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,92. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 154 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 144 reštančných vecí, pričom priemer v SR je 126. To tvorí 67 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 96,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 19,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 472. mieste. Za kvalitu rozhodovania získal 8,75 bodov z 15 a za efektivitu 10,5 z možných 25.	Okresný súd Partizánske - Vykonáva funkciu predseda súdu.	N/A	Okresný súd Partizánske - Výkon funkcie predsedu súdu	N/A	Okresný súd Partizánske - Vykonáva funkciu predsedu súdu	N/A
JUDr. Božena Michaláčová	0	0	roky 2011 - 2013	Okresný súd Skalica	Okresný súd Skalica	Okresný súd Skalica	2011 - Okresný súd Skalica; 2012 - Okresný súd Skalica; 2013 - Okresný súd Skalica	bola prideľovaná najmä Občianskoprávna agenda.	1160	0	270	28	rozhodoval najmä v Občianskoprávnej agende.	941	0	229	33	657	22,19178082	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 64,4 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	59	38	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 4,9 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,7 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,04. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 447 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 110 reštančných vecí, pričom priemer v SR je 126. To tvorí 22,3 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 76,4 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 20,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 386. mieste. Za kvalitu rozhodovania získal 8,75 bodov z 15 a za efektivitu 12 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Božena Richtáriková	0	0	roky 2011 - 2013	Okresný súd Bratislava III	Okresný súd Bratislava III	Okresný súd Bratislava III	2011 - Okresný súd Bratislava III; 2012 - Okresný súd Bratislava III; 2013 - Okresný súd Bratislava III	bola prideľovaná najmä Obchodná agenda.	0	441	0	0	rozhodoval najmä v Obchodnej agende.	0	485	0	0	660	7,515151515	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 57,8 % prípadoch, pričom priemer v SR v rovnakej agende je 63,7 %.	64	37	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 13,2 % prípadoch, pričom priemer v SR je 9,7 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 5,6 %, pričom priemer v SR je 3,4 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,83. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 126 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 91 reštančných vecí, pričom priemer v SR je 126. To tvorí 47,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 71,9 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 17,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 557. mieste. Za kvalitu rozhodovania získal 5 bodov z 15 a za efektivitu 12,25 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Božena Sukupčáková	0	0	roky 2011 - 2013	Okresný súd Senica	Okresný súd Senica	Okresný súd Senica	2011 - Okresný súd Senica; 2012 - Okresný súd Senica; 2013 - Okresný súd Senica	bola prideľovaná najmä Obchodná agenda.	0	370	76	0	rozhodoval najmä v Obchodnej agende.	3	468	62	0	611	7,332242226	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 67,3 % prípadoch, pričom priemer v SR v rovnakej agende je 63,7 %.	52	35	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 9,8 % prípadoch, pričom priemer v SR je 9,7 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,2 %, pričom priemer v SR je 3,4 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,41. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 79 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 64 reštančných vecí, pričom priemer v SR je 126. To tvorí 52 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 108,9 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 164. mieste. Za kvalitu rozhodovania získal 8,5 bodov z 15 a za efektivitu 16,5 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
